id,name,pokedex number,supertype,subtypes,hp,types,attacks,weaknesses,retreat cost,set name,release date,artist,rarity,card image (small),card image hires,tcg player url,tcg price date,tcg market price usd (normal),tcg low price usd (normal),tcg high price usd (normal),tcg market price usd (reverse holofoil),tcg low price usd (reverse holofoil),tcg high price usd (reverse holofoil),tcg market price usd (holofoil),tcg low price usd (holofoil),tcg high price usd (holofoil),count,score
sm11-243,Latios-GX,381.0,Pokémon,"Basic, GX",170,Psychic,"Tag Purge (120), Clear Vision-GX ()",Psychic ×2,0,Unified Minds,2019/08/02,ConceptLab,Rare Rainbow,https://images.pokemontcg.io/sm11/243.png,https://images.pokemontcg.io/sm11/243_hires.png,https://prices.pokemontcg.io/tcgplayer/sm11-243,2025/04/12,,,,,,,29.91,20.71,620.19,0,0
sm11-245,Mega Sableye & Tyranitar-GX,248.0,Pokémon,"Basic, TAG TEAM, GX",280,Darkness,"Greedy Crush (210), Gigafall-GX (250)",Fighting ×2,4,Unified Minds,2019/08/02,5ban Graphics,Rare Rainbow,https://images.pokemontcg.io/sm11/245.png,https://images.pokemontcg.io/sm11/245_hires.png,https://prices.pokemontcg.io/tcgplayer/sm11-245,2025/04/12,,,,,,,46.59,69.69,125.0,0,0
sm11-246,Mawile-GX,303.0,Pokémon,"Basic, GX",170,Metal,"Wily Bite (10+), Big Eater-GX ()",Fire ×2,1,Unified Minds,2019/08/02,ConceptLab,Rare Rainbow,https://images.pokemontcg.io/sm11/246.png,https://images.pokemontcg.io/sm11/246_hires.png,https://prices.pokemontcg.io/tcgplayer/sm11-246,2025/04/12,,,,,,,10.52,9.98,15.48,0,0
sm11-248,Dragonite-GX,149.0,Pokémon,"Stage 2, GX",250,Dragon,"Dragon Claw (130), Sky Judgment (270), Mach Delivery-GX ()",Fairy ×2,2,Unified Minds,2019/08/02,ConceptLab,Rare Rainbow,https://images.pokemontcg.io/sm11/248.png,https://images.pokemontcg.io/sm11/248_hires.png,https://prices.pokemontcg.io/tcgplayer/sm11-248,2025/04/12,,,,,,,117.57,69.99,254.44,0,0
sm11-251,Giant Bomb,,Trainer,Pokémon Tool,,,,,0,Unified Minds,2019/08/02,Studio Bora Inc.,Rare Secret,https://images.pokemontcg.io/sm11/251.png,https://images.pokemontcg.io/sm11/251_hires.png,https://prices.pokemontcg.io/tcgplayer/sm11-251,2025/04/12,,,,,,,4.79,3.4,9.95,0,0
sm11-252,Karate Belt,,Trainer,Pokémon Tool,,,,,0,Unified Minds,2019/08/02,Yoshinobu Saito,Rare Secret,https://images.pokemontcg.io/sm11/252.png,https://images.pokemontcg.io/sm11/252_hires.png,https://prices.pokemontcg.io/tcgplayer/sm11-252,2025/04/12,,,,,,,4.59,3.85,16.99,0,0
sm11-254,Tag Switch,,Trainer,Item,,,,,0,Unified Minds,2019/08/02,Yoshinobu Saito,Rare Secret,https://images.pokemontcg.io/sm11/254.png,https://images.pokemontcg.io/sm11/254_hires.png,https://prices.pokemontcg.io/tcgplayer/sm11-254,2025/04/12,,,,,,,4.21,3.2,9.99,0,0
sm11-244,Aerodactyl-GX,142.0,Pokémon,"Stage 1, GX",210,Fighting,"Boulder Crush (120), Wild Dive-GX (50×)",Grass ×2,0,Unified Minds,2019/08/02,ConceptLab,Rare Rainbow,https://images.pokemontcg.io/sm11/244.png,https://images.pokemontcg.io/sm11/244_hires.png,https://prices.pokemontcg.io/tcgplayer/sm11-244,2025/04/12,,,,,,,11.98,11.09,36.09,0,0
sm11-249,Naganadel-GX,804.0,Pokémon,"Stage 1, GX, Ultra Beast",210,Dragon,"Venom Shot (), Injection-GX ()",Fairy ×2,1,Unified Minds,2019/08/02,ConceptLab,Rare Rainbow,https://images.pokemontcg.io/sm11/249.png,https://images.pokemontcg.io/sm11/249_hires.png,https://prices.pokemontcg.io/tcgplayer/sm11-249,2025/04/12,,,,,,,9.05,5.81,24.99,0,0
sm11-255,U-Turn Board,,Trainer,Pokémon Tool,,,,,0,Unified Minds,2019/08/02,sadaji,Rare Secret,https://images.pokemontcg.io/sm11/255.png,https://images.pokemontcg.io/sm11/255_hires.png,https://prices.pokemontcg.io/tcgplayer/sm11-255,2025/04/12,,,,,,,19.76,16.99,33.26,0,0
sm11-256,Viridian Forest,,Trainer,Stadium,,,,,0,Unified Minds,2019/08/02,5ban Graphics,Rare Secret,https://images.pokemontcg.io/sm11/256.png,https://images.pokemontcg.io/sm11/256_hires.png,https://prices.pokemontcg.io/tcgplayer/sm11-256,2025/04/12,,,,,,,29.23,23.99,179.0,0,0
sm11-247,Garchomp & Giratina-GX,445.0,Pokémon,"Basic, TAG TEAM, GX",270,Dragon,"Linear Attack (), Calamitous Slash (160+), GG End-GX ()",Fairy ×2,3,Unified Minds,2019/08/02,aky CG Works,Rare Rainbow,https://images.pokemontcg.io/sm11/247.png,https://images.pokemontcg.io/sm11/247_hires.png,https://prices.pokemontcg.io/tcgplayer/sm11-247,2025/04/12,,,,,,,65.36,68.67,199.98,0,0
sm11-257,Recycle Energy,,Energy,Special,,,,,0,Unified Minds,2019/08/02,,Rare Secret,https://images.pokemontcg.io/sm11/257.png,https://images.pokemontcg.io/sm11/257_hires.png,https://prices.pokemontcg.io/tcgplayer/sm11-257,2025/04/12,,,,,,,9.32,8.51,21.69,0,0
sm11-258,Weakness Guard Energy,,Energy,Special,,,,,0,Unified Minds,2019/08/02,,Rare Secret,https://images.pokemontcg.io/sm11/258.png,https://images.pokemontcg.io/sm11/258_hires.png,https://prices.pokemontcg.io/tcgplayer/sm11-258,2025/04/12,,,,,,,5.71,4.98,25.79,0,0
sm11-250,Cherish Ball,,Trainer,Item,,,,,0,Unified Minds,2019/08/02,5ban Graphics,Rare Secret,https://images.pokemontcg.io/sm11/250.png,https://images.pokemontcg.io/sm11/250_hires.png,https://prices.pokemontcg.io/tcgplayer/sm11-250,2025/04/12,,,,,,,11.43,9.05,31.04,0,0
sm11-253,Reset Stamp,,Trainer,Item,,,,,0,Unified Minds,2019/08/02,sadaji,Rare Secret,https://images.pokemontcg.io/sm11/253.png,https://images.pokemontcg.io/sm11/253_hires.png,https://prices.pokemontcg.io/tcgplayer/sm11-253,2025/04/12,,,,,,,7.76,6.9,16.79,0,0
sm11-79a,Jirachi-GX,385.0,Pokémon,"Basic, GX",160,Psychic,"Star Search (), Star Shield-GX (100)",Psychic ×2,1,Unified Minds,2019/08/02,5ban Graphics,Rare Ultra,https://images.pokemontcg.io/sm11/79a.png,https://images.pokemontcg.io/sm11/79a_hires.png,,,,,,,,,,,,0,0
sm115-1,Caterpie,10.0,Pokémon,Basic,60,Grass,Tackle (10),Fire ×2,1,Hidden Fates,2019/08/23,tetsuya koizumi,Common,https://images.pokemontcg.io/sm115/1.png,https://images.pokemontcg.io/sm115/1_hires.png,https://prices.pokemontcg.io/tcgplayer/sm115-1,2025/04/12,0.09,0.01,1.32,0.22,0.1,1.75,,,,0,0
sm115-2,Metapod,11.0,Pokémon,Stage 1,90,Grass,Tackle (30),Fire ×2,2,Hidden Fates,2019/08/23,Shibuzoh.,Uncommon,https://images.pokemontcg.io/sm115/2.png,https://images.pokemontcg.io/sm115/2_hires.png,https://prices.pokemontcg.io/tcgplayer/sm115-2,2025/04/12,0.09,0.01,1.32,0.25,0.1,1.32,,,,0,0
sm115-3,Butterfree,12.0,Pokémon,Stage 2,130,Grass,Gust (80),Fire ×2,1,Hidden Fates,2019/08/23,Masakazu Fukuda,Rare,https://images.pokemontcg.io/sm115/3.png,https://images.pokemontcg.io/sm115/3_hires.png,https://prices.pokemontcg.io/tcgplayer/sm115-3,2025/04/12,0.23,0.05,1.38,0.69,0.25,2.25,,,,0,0
sm115-4,Paras,46.0,Pokémon,Basic,70,Grass,"Scratch (10), Slash (20)",Fire ×2,1,Hidden Fates,2019/08/23,OOYAMA,Common,https://images.pokemontcg.io/sm115/4.png,https://images.pokemontcg.io/sm115/4_hires.png,https://prices.pokemontcg.io/tcgplayer/sm115-4,2025/04/12,0.06,0.01,1.33,0.24,0.1,1.44,,,,0,0
sm115-6,Pinsir-GX,127.0,Pokémon,"Basic, GX",180,Grass,"Superpowered Horns (110), Guillotine-GX (160)",Fire ×2,2,Hidden Fates,2019/08/23,5ban Graphics,Rare Holo GX,https://images.pokemontcg.io/sm115/6.png,https://images.pokemontcg.io/sm115/6_hires.png,https://prices.pokemontcg.io/tcgplayer/sm115-6,2025/04/12,,,,,,,1.14,0.6,9.17,0,0
sm115-7,Charmander,4.0,Pokémon,Basic,70,Fire,"Gnaw (10), Flare (20)",Water ×2,1,Hidden Fates,2019/08/23,Megumi Mizutani,Common,https://images.pokemontcg.io/sm115/7.png,https://images.pokemontcg.io/sm115/7_hires.png,https://prices.pokemontcg.io/tcgplayer/sm115-7,2025/04/12,0.16,0.01,1.35,0.71,0.22,89.0,,,,0,0
sm115-5,Scyther,123.0,Pokémon,Basic,100,Grass,"Slash (10), Sharp Scythe (30)",Fire ×2,1,Hidden Fates,2019/08/23,Hasuno,Uncommon,https://images.pokemontcg.io/sm115/5.png,https://images.pokemontcg.io/sm115/5_hires.png,https://prices.pokemontcg.io/tcgplayer/sm115-5,2025/04/12,0.09,0.01,1.32,0.29,0.15,1.24,,,,0,0
sm115-8,Charmeleon,5.0,Pokémon,Stage 1,100,Fire,"Slash (30), Flamethrower (80)",Water ×2,1,Hidden Fates,2019/08/23,Shin Nagasawa,Uncommon,https://images.pokemontcg.io/sm115/8.png,https://images.pokemontcg.io/sm115/8_hires.png,https://prices.pokemontcg.io/tcgplayer/sm115-8,2025/04/12,0.12,0.03,1.36,0.34,0.14,4.99,,,,0,0
sm115-9,Charizard-GX,6.0,Pokémon,"Stage 2, GX",250,Fire,"Flamethrower (140), Flare Blitz-GX (300)",Water ×2,3,Hidden Fates,2019/08/23,aky CG Works,Rare Holo GX,https://images.pokemontcg.io/sm115/9.png,https://images.pokemontcg.io/sm115/9_hires.png,https://prices.pokemontcg.io/tcgplayer/sm115-9,2025/04/12,,,,,,,6.49,4.66,23.75,0,0
sm115-10,Magmar,126.0,Pokémon,Basic,90,Fire,Fire Punch (50),Water ×2,2,Hidden Fates,2019/08/23,Satoshi Shirai,Uncommon,https://images.pokemontcg.io/sm115/10.png,https://images.pokemontcg.io/sm115/10_hires.png,https://prices.pokemontcg.io/tcgplayer/sm115-10,2025/04/12,0.07,0.01,1.32,0.2,0.08,1.42,,,,0,0
sm115-12,Slowpoke,79.0,Pokémon,Basic,70,Water,Yawn (),Grass ×2,2,Hidden Fates,2019/08/23,Misa Tsutsui,Common,https://images.pokemontcg.io/sm115/12.png,https://images.pokemontcg.io/sm115/12_hires.png,https://prices.pokemontcg.io/tcgplayer/sm115-12,2025/04/12,0.08,0.01,1.32,0.26,0.1,1.0,,,,0,0
sm115-13,Staryu,120.0,Pokémon,Basic,50,Water,Numbing Water (10),Grass ×2,1,Hidden Fates,2019/08/23,Ken Sugimori,Common,https://images.pokemontcg.io/sm115/13.png,https://images.pokemontcg.io/sm115/13_hires.png,https://prices.pokemontcg.io/tcgplayer/sm115-13,2025/04/12,0.07,0.01,1.34,0.19,0.1,1.41,,,,0,0
sm115-11,Psyduck,54.0,Pokémon,Basic,60,Water,Headache (20),Grass ×2,1,Hidden Fates,2019/08/23,nagimiso,Common,https://images.pokemontcg.io/sm115/11.png,https://images.pokemontcg.io/sm115/11_hires.png,https://prices.pokemontcg.io/tcgplayer/sm115-11,2025/04/12,0.14,0.01,1.34,0.37,0.13,1.45,,,,0,0
sm115-14,Starmie-GX,121.0,Pokémon,"Stage 1, GX",190,Water,"Star Stream (40), Spinning Attack (100), Hydro Pump-GX (40+)",Grass ×2,0,Hidden Fates,2019/08/23,PLANETA Otani,Rare Holo GX,https://images.pokemontcg.io/sm115/14.png,https://images.pokemontcg.io/sm115/14_hires.png,https://prices.pokemontcg.io/tcgplayer/sm115-14,2025/04/12,,,,,,,1.13,0.71,89.0,0,0
sm115-15,Magikarp,129.0,Pokémon,Basic,30,Water,Splash (10),Lightning ×2,1,Hidden Fates,2019/08/23,Shigenori Negishi,Common,https://images.pokemontcg.io/sm115/15.png,https://images.pokemontcg.io/sm115/15_hires.png,https://prices.pokemontcg.io/tcgplayer/sm115-15,2025/04/12,0.14,0.01,1.32,0.4,0.16,1.98,,,,0,0
sm115-16,Gyarados-GX,130.0,Pokémon,"Stage 1, GX",230,Water,"Dragon Rage (130), Hyper Beam-GX (240)",Lightning ×2,3,Hidden Fates,2019/08/23,5ban Graphics,Rare Holo GX,https://images.pokemontcg.io/sm115/16.png,https://images.pokemontcg.io/sm115/16_hires.png,https://prices.pokemontcg.io/tcgplayer/sm115-16,2025/04/12,,,,,,,3.28,1.5,20.0,0,0
sm115-18,Vaporeon,134.0,Pokémon,Stage 1,120,Water,"Water Gun (30), Bubble Drain (80)",Grass ×2,3,Hidden Fates,2019/08/23,Masakazu Fukuda,Rare Holo,https://images.pokemontcg.io/sm115/18.png,https://images.pokemontcg.io/sm115/18_hires.png,https://prices.pokemontcg.io/tcgplayer/sm115-18,2025/04/12,,,,1.01,0.55,4.99,0.88,0.25,6.0,0,0
sm115-17,Lapras,131.0,Pokémon,Basic,120,Water,Aqua Wave (80),Grass ×2,2,Hidden Fates,2019/08/23,kodama,Rare,https://images.pokemontcg.io/sm115/17.png,https://images.pokemontcg.io/sm115/17_hires.png,https://prices.pokemontcg.io/tcgplayer/sm115-17,2025/04/12,0.26,0.03,1.39,0.62,0.45,2.99,,,,0,0
sm115-19,Pikachu,25.0,Pokémon,Basic,70,Lightning,"Quick Attack (10), Electro Ball (60)",Fighting ×2,1,Hidden Fates,2019/08/23,Kagemaru Himeno,Common,https://images.pokemontcg.io/sm115/19.png,https://images.pokemontcg.io/sm115/19_hires.png,https://prices.pokemontcg.io/tcgplayer/sm115-19,2025/04/12,0.27,0.01,4.39,1.16,0.46,100.0,,,,0,0
sm115-22,Electrode,101.0,Pokémon,Stage 1,100,Lightning,"Lightning Ball (30), Electroblast (60+)",Fighting ×2,1,Hidden Fates,2019/08/23,Anesaki Dynamic,Rare,https://images.pokemontcg.io/sm115/22.png,https://images.pokemontcg.io/sm115/22_hires.png,https://prices.pokemontcg.io/tcgplayer/sm115-22,2025/04/12,0.15,0.05,1.36,0.34,0.14,3.0,,,,0,0
sm115-21,Voltorb,100.0,Pokémon,Basic,50,Lightning,Lightning Ball (20),Fighting ×2,1,Hidden Fates,2019/08/23,SATOSHI NAKAI,Common,https://images.pokemontcg.io/sm115/21.png,https://images.pokemontcg.io/sm115/21_hires.png,https://prices.pokemontcg.io/tcgplayer/sm115-21,2025/04/12,0.09,0.01,1.32,0.2,0.09,1.69,,,,0,0
sm115-20,Raichu-GX,26.0,Pokémon,"Stage 1, GX",210,Lightning,"Thunderbolt (120), Spark Ball-GX (200)",Fighting ×2,1,Hidden Fates,2019/08/23,5ban Graphics,Rare Holo GX,https://images.pokemontcg.io/sm115/20.png,https://images.pokemontcg.io/sm115/20_hires.png,https://prices.pokemontcg.io/tcgplayer/sm115-20,2025/04/12,,,,,,,1.53,0.88,9.99,0,0
sm115-23,Jolteon,135.0,Pokémon,Stage 1,90,Lightning,Thunderbolt (90),Fighting ×2,0,Hidden Fates,2019/08/23,Kouki Saitou,Rare,https://images.pokemontcg.io/sm115/23.png,https://images.pokemontcg.io/sm115/23_hires.png,https://prices.pokemontcg.io/tcgplayer/sm115-23,2025/04/12,0.38,0.13,1.95,0.83,0.35,2.29,,,,0,0
sm115-24,Zapdos,145.0,Pokémon,Basic,120,Lightning,"Hurricane Call (), Sky-High Claws (100)",Lightning ×2,2,Hidden Fates,2019/08/23,Shin Nagasawa,Rare Holo,https://images.pokemontcg.io/sm115/24.png,https://images.pokemontcg.io/sm115/24_hires.png,https://prices.pokemontcg.io/tcgplayer/sm115-24,2025/04/12,,,,0.54,0.29,3.97,0.35,0.13,8.36,0,0
sm115-25,Ekans,23.0,Pokémon,Basic,60,Psychic,Wrap (10),Psychic ×2,1,Hidden Fates,2019/08/23,MAHOU,Common,https://images.pokemontcg.io/sm115/25.png,https://images.pokemontcg.io/sm115/25_hires.png,https://prices.pokemontcg.io/tcgplayer/sm115-25,2025/04/12,0.09,0.01,1.32,0.25,0.13,1.0,,,,0,0
sm115-27,Arbok,24.0,Pokémon,Stage 1,120,Psychic,Rocket Tail (50+),Psychic ×2,2,Hidden Fates,2019/08/23,kirisAki,Rare,https://images.pokemontcg.io/sm115/27.png,https://images.pokemontcg.io/sm115/27_hires.png,https://prices.pokemontcg.io/tcgplayer/sm115-27,2025/04/12,0.24,0.1,1.41,0.96,0.25,3.0,,,,0,0
sm115-28,Koffing,109.0,Pokémon,Basic,60,Psychic,Tackle (20),Psychic ×2,1,Hidden Fates,2019/08/23,Saya Tsuruta,Common,https://images.pokemontcg.io/sm115/28.png,https://images.pokemontcg.io/sm115/28_hires.png,https://prices.pokemontcg.io/tcgplayer/sm115-28,2025/04/12,0.09,0.01,1.32,0.22,0.07,1.42,,,,0,0
sm115-26,Ekans,23.0,Pokémon,Basic,60,Psychic,Tail Whap (30),Psychic ×2,1,Hidden Fates,2019/08/23,Masakazu Fukuda,Common,https://images.pokemontcg.io/sm115/26.png,https://images.pokemontcg.io/sm115/26_hires.png,https://prices.pokemontcg.io/tcgplayer/sm115-26,2025/04/12,0.1,0.01,1.32,0.28,0.15,1.45,,,,0,0
sm115-30,Jynx,124.0,Pokémon,Basic,100,Psychic,"Slap (10), Lovely Kiss (30)",Psychic ×2,1,Hidden Fates,2019/08/23,Kouki Saitou,Uncommon,https://images.pokemontcg.io/sm115/30.png,https://images.pokemontcg.io/sm115/30_hires.png,https://prices.pokemontcg.io/tcgplayer/sm115-30,2025/04/12,0.11,0.01,1.33,0.27,0.1,1.4,,,,0,0
sm115-29,Weezing,110.0,Pokémon,Stage 1,120,Psychic,Tackle (40),Psychic ×2,3,Hidden Fates,2019/08/23,Hideki Ishikawa,Rare,https://images.pokemontcg.io/sm115/29.png,https://images.pokemontcg.io/sm115/29_hires.png,https://prices.pokemontcg.io/tcgplayer/sm115-29,2025/04/12,0.25,0.05,1.5,0.43,0.15,1.75,,,,0,0
sm115-31,Mewtwo-GX,150.0,Pokémon,"Basic, GX",180,Psychic,"Super Psy Bolt (110), Psycrush-GX (120)",Psychic ×2,2,Hidden Fates,2019/08/23,aky CG Works,Rare Holo GX,https://images.pokemontcg.io/sm115/31.png,https://images.pokemontcg.io/sm115/31_hires.png,https://prices.pokemontcg.io/tcgplayer/sm115-31,2025/04/12,,,,,,,3.22,2.0,15.99,0,0
sm115-34,Graveler,75.0,Pokémon,Stage 1,100,Fighting,"Tackle (30), Mudslide ()",Grass ×2,3,Hidden Fates,2019/08/23,Ken Sugimori,Uncommon,https://images.pokemontcg.io/sm115/34.png,https://images.pokemontcg.io/sm115/34_hires.png,https://prices.pokemontcg.io/tcgplayer/sm115-34,2025/04/12,0.05,0.01,1.32,0.18,0.13,1.09,,,,0,0
sm115-32,Mew,151.0,Pokémon,Basic,80,Psychic,Psyshot (50),Psychic ×2,1,Hidden Fates,2019/08/23,Atsuko Nishida,Rare,https://images.pokemontcg.io/sm115/32.png,https://images.pokemontcg.io/sm115/32_hires.png,https://prices.pokemontcg.io/tcgplayer/sm115-32,2025/04/12,0.61,0.2,2.0,0.95,0.42,2.0,,,,0,0
sm115-33,Geodude,74.0,Pokémon,Basic,70,Fighting,Tackle (10),Grass ×2,2,Hidden Fates,2019/08/23,Ken Sugimori,Common,https://images.pokemontcg.io/sm115/33.png,https://images.pokemontcg.io/sm115/33_hires.png,https://prices.pokemontcg.io/tcgplayer/sm115-33,2025/04/12,0.08,0.01,1.33,0.16,0.09,1.27,,,,0,0
sm115-35,Golem,76.0,Pokémon,Stage 2,170,Fighting,"Rock Slide (60), Land Crush (140)",Grass ×2,4,Hidden Fates,2019/08/23,Ken Sugimori,Rare,https://images.pokemontcg.io/sm115/35.png,https://images.pokemontcg.io/sm115/35_hires.png,https://prices.pokemontcg.io/tcgplayer/sm115-35,2025/04/12,0.24,0.04,1.08,0.35,0.16,2.9,,,,0,0
sm115-36,Onix-GX,95.0,Pokémon,"Basic, GX",200,Fighting,"Bind (30), Heavy Impact (150), Rocky Avalanche-GX (200)",Grass ×2,4,Hidden Fates,2019/08/23,PLANETA Igarashi,Rare Holo GX,https://images.pokemontcg.io/sm115/36.png,https://images.pokemontcg.io/sm115/36_hires.png,https://prices.pokemontcg.io/tcgplayer/sm115-36,2025/04/12,,,,,,,1.68,0.86,89.0,0,0
sm115-38,Clefairy,35.0,Pokémon,Basic,60,Fairy,"Lead (), Pound (10)",Metal ×2,1,Hidden Fates,2019/08/23,Saya Tsuruta,Common,https://images.pokemontcg.io/sm115/38.png,https://images.pokemontcg.io/sm115/38_hires.png,https://prices.pokemontcg.io/tcgplayer/sm115-38,2025/04/12,0.16,0.02,1.33,0.36,0.19,1.32,,,,0,0
sm115-39,Clefairy,35.0,Pokémon,Basic,60,Fairy,"Pound (10), Moon Dance (30)",Metal ×2,1,Hidden Fates,2019/08/23,kirisAki,Common,https://images.pokemontcg.io/sm115/39.png,https://images.pokemontcg.io/sm115/39_hires.png,https://prices.pokemontcg.io/tcgplayer/sm115-39,2025/04/12,0.12,0.01,3.0,0.36,0.14,1.99,,,,0,0
sm115-37,Cubone,104.0,Pokémon,Basic,60,Fighting,Sharpshooting (),Grass ×2,2,Hidden Fates,2019/08/23,Hasuno,Common,https://images.pokemontcg.io/sm115/37.png,https://images.pokemontcg.io/sm115/37_hires.png,https://prices.pokemontcg.io/tcgplayer/sm115-37,2025/04/12,0.1,0.01,1.33,0.58,0.2,1.99,,,,0,0
sm115-41,Jigglypuff,39.0,Pokémon,Basic,70,Fairy,"Singing Voice (10), Rollout (30)",Metal ×2,1,Hidden Fates,2019/08/23,Mizue,Common,https://images.pokemontcg.io/sm115/41.png,https://images.pokemontcg.io/sm115/41_hires.png,https://prices.pokemontcg.io/tcgplayer/sm115-41,2025/04/12,0.09,0.05,1.99,0.46,0.24,1.99,,,,0,0
sm115-40,Clefable,36.0,Pokémon,Stage 1,120,Fairy,"Pound (40), Moon Impact (90)",Metal ×2,2,Hidden Fates,2019/08/23,sui,Rare,https://images.pokemontcg.io/sm115/40.png,https://images.pokemontcg.io/sm115/40_hires.png,https://prices.pokemontcg.io/tcgplayer/sm115-40,2025/04/12,0.19,0.1,1.41,0.51,0.15,1.45,,,,0,0
sm115-42,Wigglytuff-GX,40.0,Pokémon,"Stage 1, GX",210,Fairy,"Rolling Rush (100+), Lovely Star-GX (130)",Metal ×2,2,Hidden Fates,2019/08/23,5ban Graphics,Rare Holo GX,https://images.pokemontcg.io/sm115/42.png,https://images.pokemontcg.io/sm115/42_hires.png,https://prices.pokemontcg.io/tcgplayer/sm115-42,2025/04/12,,,,,,,2.1,0.95,89.0,0,0
sm115-43,Mr. Mime,122.0,Pokémon,Basic,90,Fairy,"Happy Mime (), Double Slap (40×)",Metal ×2,1,Hidden Fates,2019/08/23,Hideki Ishikawa,Rare,https://images.pokemontcg.io/sm115/43.png,https://images.pokemontcg.io/sm115/43_hires.png,https://prices.pokemontcg.io/tcgplayer/sm115-43,2025/04/12,0.25,0.09,5.48,0.33,0.18,1.58,,,,0,0
sm115-44,Moltres & Zapdos & Articuno-GX,144.0,Pokémon,"Basic, TAG TEAM, GX",300,Colorless,"Trinity Burn (210), Sky Legends-GX ()",Lightning ×2,3,Hidden Fates,2019/08/23,Mitsuhiro Arita,Rare Holo GX,https://images.pokemontcg.io/sm115/44.png,https://images.pokemontcg.io/sm115/44_hires.png,https://prices.pokemontcg.io/tcgplayer/sm115-44,2025/04/12,,,,,,,22.91,18.75,89.0,0,0
sm115-45,Farfetch'd,83.0,Pokémon,Basic,80,Colorless,Leek Slap (30),Lightning ×2,1,Hidden Fates,2019/08/23,Eri Yamaki,Uncommon,https://images.pokemontcg.io/sm115/45.png,https://images.pokemontcg.io/sm115/45_hires.png,https://prices.pokemontcg.io/tcgplayer/sm115-45,2025/04/12,0.1,0.02,1.33,0.22,0.06,1.64,,,,0,0
sm115-48,Eevee,133.0,Pokémon,Basic,60,Colorless,"Curiosity (), Spin Tackle (30)",Fighting ×2,1,Hidden Fates,2019/08/23,Kagemaru Himeno,Rare Holo,https://images.pokemontcg.io/sm115/48.png,https://images.pokemontcg.io/sm115/48_hires.png,https://prices.pokemontcg.io/tcgplayer/sm115-48,2025/04/12,,,,1.04,0.65,5.99,1.18,0.34,6.0,0,0
sm115-46,Chansey,113.0,Pokémon,Basic,130,Colorless,Double-Edge (80),Fighting ×2,2,Hidden Fates,2019/08/23,sowsow,Uncommon,https://images.pokemontcg.io/sm115/46.png,https://images.pokemontcg.io/sm115/46_hires.png,https://prices.pokemontcg.io/tcgplayer/sm115-46,2025/04/12,0.1,0.02,1.35,0.36,0.1,1.47,,,,0,0
sm115-47,Kangaskhan,115.0,Pokémon,Basic,120,Colorless,Parental Fury (40×),Fighting ×2,2,Hidden Fates,2019/08/23,You Iribi,Rare,https://images.pokemontcg.io/sm115/47.png,https://images.pokemontcg.io/sm115/47_hires.png,https://prices.pokemontcg.io/tcgplayer/sm115-47,2025/04/12,0.18,0.04,1.39,0.24,0.13,1.4,,,,0,0
sm115-51,Bill's Analysis,,Trainer,Supporter,,,,,0,Hidden Fates,2019/08/23,Naoki Saito,Rare,https://images.pokemontcg.io/sm115/51.png,https://images.pokemontcg.io/sm115/51_hires.png,https://prices.pokemontcg.io/tcgplayer/sm115-51,2025/04/12,0.19,0.04,2.5,0.22,0.01,8.22,,,,0,0
sm115-50,Snorlax,143.0,Pokémon,Basic,150,Colorless,Incredible Snore (100),Fighting ×2,3,Hidden Fates,2019/08/23,Akira Komayama,Rare,https://images.pokemontcg.io/sm115/50.png,https://images.pokemontcg.io/sm115/50_hires.png,https://prices.pokemontcg.io/tcgplayer/sm115-50,2025/04/12,0.38,0.15,3.99,0.81,0.24,1.11,,,,0,0
sm115-49,Eevee,133.0,Pokémon,Basic,60,Colorless,Gnaw (20),Fighting ×2,1,Hidden Fates,2019/08/23,Hitoshi Ariga,Common,https://images.pokemontcg.io/sm115/49.png,https://images.pokemontcg.io/sm115/49_hires.png,https://prices.pokemontcg.io/tcgplayer/sm115-49,2025/04/12,0.17,0.02,1.38,0.58,0.17,1.64,,,,0,0
sm115-52,Blaine's Last Stand,,Trainer,Supporter,,,,,0,Hidden Fates,2019/08/23,Ken Sugimori,Rare,https://images.pokemontcg.io/sm115/52.png,https://images.pokemontcg.io/sm115/52_hires.png,https://prices.pokemontcg.io/tcgplayer/sm115-52,2025/04/12,0.14,0.02,8.14,0.19,0.04,1.43,,,,0,0
sm115-54,Brock's Pewter City Gym,,Trainer,Stadium,,,,,0,Hidden Fates,2019/08/23,5ban Graphics,Uncommon,https://images.pokemontcg.io/sm115/54.png,https://images.pokemontcg.io/sm115/54_hires.png,https://prices.pokemontcg.io/tcgplayer/sm115-54,2025/04/12,0.06,0.01,1.32,0.2,0.07,1.32,,,,0,0
sm115-56,Erika's Hospitality,,Trainer,Supporter,,,,,0,Hidden Fates,2019/08/23,Sanosuke Sakuma,Rare,https://images.pokemontcg.io/sm115/56.png,https://images.pokemontcg.io/sm115/56_hires.png,https://prices.pokemontcg.io/tcgplayer/sm115-56,2025/04/12,0.18,0.06,1.6,0.34,0.05,1.5,,,,0,0
sm115-53,Brock's Grit,,Trainer,Supporter,,,,,0,Hidden Fates,2019/08/23,Megumi Mizutani,Uncommon,https://images.pokemontcg.io/sm115/53.png,https://images.pokemontcg.io/sm115/53_hires.png,https://prices.pokemontcg.io/tcgplayer/sm115-53,2025/04/12,0.13,0.01,1.5,0.19,0.1,1.45,,,,0,0
